"Gene"	"X3UTR"	"X5UTR"	"CDS"	"promCore"
"COPB1"	0.0869487828758773	0.287813099356835	0.574794343259597	0.568266416981714
"CORT"	0.553717186611047	0.486845212494993	0.502290738784985	0.984298960021586
"COX15"	0.935184585021159	0.456556578236169	0.783497083873808	0.811857626118238
"COX16"	0.721111851772856	0.262433237781277	0.990360560824097	0.821129185917532
"COX18"	0.586272631314305	0.415963351826614	0.0826618494032371	0.744443374809759
"COX19"	0.895596080574936	0.313459259465428	0.844796610248002	0.994879595286214
"COX5B"	0.696132484009374	0.0371193344826971	0.265621146660746	0.206489477544457
"COX6A1"	NA	0.468726285766629	0.650490956851791	1
"COX6C"	0.9899280990783	0.408635413562127	0.90830092003889	0.755592866332158
"COX7C"	0.980184063022818	0.374499629451698	0.998572573096275	0.201303779104208
"COX8A"	NA	0.210411672316977	0.401179922537728	0.824239828854436
"CP"	0.793667616936746	0.0963012288143275	0.544907582567999	0.0947094272526449
"CPB2"	0.98031931533316	0.0966490546002415	0.960294829050461	0.62959593337382
"CPN1"	NA	0.0247871491323081	0.925126464867942	0.0916672130856084
"CPNE1"	NA	0.347345180800504	0.937317817558564	0.962600215505108
"CPSF1"	NA	0.304147026255311	0.389538513852689	0.717328072223595
"CPT1A"	0.622984934644088	0.357013994961057	0.781867737106408	0.953389844453092
"CREB1"	0.153565619860025	0.0940248580084715	0.836949336973807	0.1657273301062
"CRHBP"	0.945546008849011	0.374685650824952	0.924515476553016	0.869026877757483
"CRK"	0.478896798721769	0.0377786247967051	0.918237030907654	0.185588052585651
"CRKL"	0.220278314359435	0.342663514513951	0.464538841840435	0.963708183092817
"CRMP1"	0.079280823210368	0.174706937176287	0.364216390993997	0.308624116967356
"CRTC3"	0.924597911779495	0.432901623703291	0.471150452747437	0.712101867431054
"CS"	0.686951820947418	0.476987623070881	0.636182953250918	0.90100202158535
"CSF1R"	0.4673990089036	0.0384625165514027	0.820694507986498	0.654655543750959
"CSGALNACT1"	0.85123074151252	0.357443250189189	0.896295502442034	0.718079371789816
"CSNK1E"	0.0641468836259664	0.441336932572301	0.846493948878395	0.964179842377117
"CSNK2A1"	0.118756910871197	0.170497360875241	0.895490846918781	0.492379663793462
"CSNK2A2"	0.0493992478065644	0.430001818382136	0.867324258290803	0.991131413909496
"CSNK2B"	NA	0.398628541583654	0.1523869803321	0.694954729017726
"CSTF3"	0.172990708528688	0.485578831223967	0.164451049645416	0.808904552136033
"CTBP2"	0.274076992812207	0.388209428534172	0.86471444472067	0.635040283796588
"CTC-360G5.8"	NA	NA	0.785986642968528	0.9200902792723
"CTCF"	0.12764811339792	0.499269400194357	0.000203662802747335	0.508780800207823
"CTD-2616J11.4"	0.274624598388134	0.429744485871552	0.905375127663767	0.965508700066637
"CTD-3088G3.8"	0.770957296036629	0.269626780075665	0.960610295121395	1
"CTGF"	0.0974920635454961	0.277089753666501	0.804290287641761	0.285173204936268
"CTH"	0.596824910490263	0.484178038987598	0.690018610451953	0.789591030074495
"CTHRC1"	0.553560567474167	0.20533333094003	0.721811959242167	0.595529390701185
"CTIF"	0.13466871721771	0.352839773580003	0.0538884760927431	0.911138517372412
"CTNNA2"	0.0798911944359835	0.365781233192103	0.244415273850611	0.475622718233942
"CTNND1"	0.563646453137846	0.172189329208691	0.00420394372486087	0.158521068266403
"CTSA"	NA	0.0280060150813132	0.974247018723196	0.193968168312721
"CTSD"	0.977619536469809	0.4896123171265	0.602597074790019	0.975993885699975
"CTSE"	0.093566287290854	0.281486359289955	0.685687159844995	0.917880746553156
"CTSG"	0.0738939062094698	0.470731160854249	0.647523913416394	0.914656141157412
"CTSH"	0.674568483613884	0.463806779074925	0.364594522028711	0.994755660374982
"CTSS"	0.76984134645778	0.000351899238753064	0.678290660623915	0.000882209331764191
"CUL1"	0.0698140057190702	0.350784165732901	0.102990877270799	0.5463116461234
"CUL5"	0.774316526198613	0.116708654777301	0.0739403110281642	0.785218236872282
"CXCL1"	0.835507139394406	0.499914356943458	0.754635261744915	0.618371012590616
"CXCL3"	0.849072217221807	0.446760981622991	0.72674491390528	0.751799813804582
"CXCL5"	0.391146299447224	0.242004272713432	0.989139057763989	0.635289418226225
"CXCL9"	0.618852056971434	0.444133752529339	0.561114323979697	0.739701389431257
"CXCR3"	0.624497136644664	0.447918574196127	0.85728385700572	NA
"CYLD"	0.997023545031908	0.219173317685942	0.480976423276055	0.295854741901008
"CYP17A1"	0.191613097822318	0.0264539009677879	0.536725709031522	0.174476019333128
"CYP21A2"	0.751047244806819	0.0365023001107203	0.509548323621654	0.682733082997889
"CYP26A1"	0.656987959123007	0.405171398904575	0.42463555276566	0.801198907881977
"CYP26C1"	NA	NA	0.931886526912671	1
"CYP2A6"	NA	0.422035923815268	0.194251937405529	1
"CYP2C18"	0.975790344494301	0.354678956248371	0.07766241708149	0.754542931035555
"CYP2D6"	NA	0.488939817899001	0.780731555306495	1
"CYP2R1"	0.673893274757472	0.492162897213301	0.8798850602112	0.989271033780983
"CYP3A43"	NA	0.147028275000988	0.936689172634643	0.962617287680606
"CYP4F2"	0.970949101329896	0.372908408320878	0.810469183834177	0.930671504217607
"CYP7A1"	0.476963230728288	0.181235689337538	0.652259132326232	0.117529533474742
"CYP7B1"	0.696071326203215	0.12804853881369	0.0288646041485371	0.249425496243548
"CYP8B1"	0.62488312154639	0.209722863051791	0.0755412207991632	0.526446758378998
"CYSLTR1"	0.681795313967459	0.453523591481484	0.099861984519753	0.68664243444349
"CYSTM1"	0.0217515059740191	0.215901856065527	0.857211612934564	0.955936351538627
"DAB1"	0.0355057632381227	0.329493017898447	0.324627881610647	0.385164585661072
"DAB2IP"	0.81796540813602	0.252069126522005	0.849406376678356	0.56029851142727
"DACT2"	0.98797868318984	0.460924963466572	0.566789708794631	0.386410888964552
"DAGLB"	0.905003432451603	0.0384957212362267	0.744820526714891	0.0605028174088161
"DAND5"	0.948800439867671	0.313379525353245	0.965717119889615	0.350797139326576
"DAPP1"	0.934858497229581	0.379358132764104	0.487553445592883	0.965468158486564
"DAXX"	NA	0.302111110179039	0.989329209899068	0.760118443470873
"DCAF7"	0.69897413136886	0.0348616939698402	0.618478265020971	0.219500501484728
"DCD"	NA	0.414691527796651	0.919139223199076	0.787771792443511
"DCP1A"	0.374875007734124	0.410228826809815	0.978640071538218	1
"DDB1"	0.747134727889994	0.345909148203242	0.847994898027832	0.986462230279707
"DDOST"	0.976842554820391	0.0466223867132435	0.705160136357214	0.379132549934883
"DDX1"	0.182236592665133	0.43859477454255	0.356390462491945	0.827253516020768
"DECR2"	0.83626281302132	0.000453805507415796	0.762632534250175	0.13236711478357
"DEFA1"	NA	0.342347220786836	0.999992377099274	0.953687096699964
"DEFA1B"	NA	0.49846918535497	0.999992377099274	0.766560286064084
"DEFA6"	NA	0.156755522838393	0.852463774154607	0.74158041122632
"DEFB103A"	NA	0.439415678321488	0.999996585344543	1
"DEFB104A"	NA	0.142598147742386	0.998074852931468	0.00732835724407917
"DEFB104B"	NA	0.458607782900398	0.998861088177692	1
"DEFB105A"	NA	0.460085525989349	0.999982170787955	1
"DEFB107A"	NA	0.476027208200481	0.999960556374521	0.820113017626936
"DEFB108B"	NA	NA	0.764067423993664	1
"DEFB112"	NA	NA	0.458598546052581	0.591749470618953
"DEFB114"	NA	NA	0.912038836523917	0.574881500103722
"DEFB115"	NA	NA	0.907777966867232	0.669442408054468
"DEFB116"	NA	NA	0.741827831370903	0.944895062142271
"DEFB118"	0.875244077943575	0.0788517810349505	0.675294135632619	0.0570057004685253
"DEFB123"	NA	0.495625772671317	0.996107551925834	1
"DEFB124"	NA	NA	0.867044889258341	0.742614227014925
"DEFB128"	NA	0.424302617269817	0.80226853809381	0.218090188940713
"DEFB131"	NA	NA	0.917569475418898	0.408577162742853
"DEFB134"	0.496148440968114	0.105769483932224	0.996927772797322	0.26884236509499
"DEFB136"	NA	NA	0.201513812291485	1
"DEFB4A"	NA	0.457282171779896	0.999964150570699	0.993095523440142
"DEFB4B"	NA	0.466445243814189	0.999708874881599	1
"DEGS1"	0.757471554583057	0.25252229759446	0.806986600410936	0.823369632564985
"DEGS2"	NA	0.474329406189269	0.773017376761759	0.942009958994066
"DEK"	0.2187950138966	0.367186432791661	0.222202716212423	0.985958279870432
"DEPDC1B"	0.799842814727874	0.388568634735003	0.30957431583586	0.762101981103111
"DERL1"	0.888408007153918	0.326270414185334	0.340915272215631	0.63217096136672
"DERL2"	0.740849805128286	0.223289680145926	0.886571455111648	0.514554957409859
"DERL3"	0.900077461283194	0.457521496362789	0.714607181960607	0.551335920356387
"DET1"	0.966872585683708	0.307775043938367	0.714713033409033	0.813784200299978
"DGKB"	0.674418073637126	0.0877396922723045	0.633071217202169	0.478719354179727
"DGKG"	0.65312169489171	0.056243567355174	0.817070745097608	0.017179585084946
"DGKI"	0.0790858674101632	0.216764872708885	0.471177394253672	0.527626069472429
"DGKQ"	0.472264482181985	0.486724025047532	0.627026574466735	0.972240819478166
"DHCR7"	0.611951697510897	0.326855063354196	0.804431337096632	0.715738164995209
"DHX9"	0.3384412475865	0.265476106092795	0.526577444888518	0.615094579183576
"DICER1"	0.704628144254093	0.263746559950488	0.195609090789075	0.671853469140256
"DIDO1"	0.511590798602334	0.152632198275663	0.93495356319327	0.806366188033862
"DKK2"	0.736570612842917	0.234948916477139	0.634515509916795	0.337400115598331
"DKK4"	NA	0.479020680608217	0.903170505035449	0.00784971839747378
"DLG1"	0.531378838321453	0.472151003250119	0.00671334546126763	0.385057275759602
"DLG2"	0.467635505911703	0.306112218132764	0.60925611770478	0.247576899360991
"DLGAP3"	0.365552804122248	0.389346532650026	0.347452888007533	0.760784051911088
"DLK1"	0.137519619485646	0.392517700033344	0.816488997677396	0.840988738012434
"DLL1"	0.0818276389969628	0.39135269445984	0.879546031245288	0.724902389889448
"DLL4"	0.203184244175428	0.466381970404706	0.851736563779457	0.128023264480589
"DMPK"	0.103976637479482	0.382599678957479	0.183714180965825	0.247395554282499
"DNA2"	0.430053623388052	NA	0.0530066796565076	0.860588820945038
"DNAJC13"	0.49572262825467	0.113645002562816	0.494572926625474	0.226344627016092
"DNAJC14"	0.430704432131962	0.271298638992748	0.965262628349607	0.260027043176868
"DNAJC5"	0.38313062276205	0.414246785080481	0.013928334639151	0.91910737513149
"DNAJC6"	0.256745365382604	0.418162311261948	0.273050655944009	0.711144229585441
"DNAJC7"	0.227749241202102	0.294288271491701	0.467141114757213	0.636225239931523
"DNAJC8"	0.0308762204727165	0.49771171731502	0.389909459201723	0.956416611254444
"DNMT1"	NA	0.466164552256072	0.722518170778589	0.942294836472673
"DNMT3A"	0.278442067976261	0.245663028667696	0.117674052607618	0.261877454699181
"DNMT3L"	NA	0.174536627159344	0.271520829994933	0.711928739023358
"DOCK6"	NA	0.453228343643638	0.650307038667787	0.567194147443555
"DOK2"	NA	0.281009842591086	0.407723499632365	0.433208390441672
"DPEP1"	0.981806513996427	0.349957697357097	0.493348364721334	0.0644683572872528
"DPEP3"	NA	0.400250953787292	0.86335980916489	0.965117209070878
"DR1"	0.7308419522759	0.41169264611379	0.725087785191963	0.721194252435872
"DRAP1"	NA	0.216348576573689	0.792649720173795	0.876121337549982
"DSE"	0.830184744641438	0.46390581660114	0.669687941171789	0.857906911879491
"DSG1"	0.826802253037717	0.179755904108025	0.862523995725328	0.383661687676932
"DSG3"	0.430238136231405	0.438016545387792	0.492575369508875	0.321931759371002
"DUSP16"	0.703965610101582	0.155469941853765	0.29622378064815	0.265530556711202
"DUSP5"	0.63559922518218	0.45258890706863	0.0550312912236027	0.956509249360342
"DUSP6"	0.447479859620425	0.090411098847197	0.517316878502532	0.0471264516680611
"DUSP8"	0.682274507107362	0.311789490380592	0.975352025006184	0.948380429030475
"DYNC1H1"	NA	0.461305719288429	0.298137119146177	0.526850847179164
"DYNC1I2"	0.251036345454412	0.29556623433211	0.0688875735852802	0.681798864419668
"DYNC2LI1"	0.216496556088308	0.403797910710225	0.0808008428629058	0.198528193761784
"DYNLL1"	0.529788067966184	0.068765440734273	0.996762899268546	0.000280955365088387
"DYRK1A"	0.196744230956983	0.248938064540545	0.0106761747297992	0.636834301070504
"DYRK2"	0.0884736193449078	0.496527457845083	0.882962135352633	0.897359511396447
"E2F1"	0.401367613431935	0.197681579332536	0.347448097838861	0.284315394387429
"E2F3"	0.058633126194811	0.432119547011246	0.763103157168835	0.326380123504616
"E2F8"	0.0761258554652561	0.382724817358832	0.791299243764661	0.733688711239016
"EARS2"	0.475436303916698	NA	0.705842989350033	0.737313618906062
"ECT2"	0.189428347449897	0.271456334195039	0.45341546183435	0.534449806346198
"EDNRB"	0.614589378485516	0.0359660812217686	0.473965586573894	0.0597517446076638
"EEF1A1"	0.441323029557219	0.110330236786153	0.000672046711925438	0.097329590104565
"EEF2"	0.960668020077911	0.478823503071015	0.219056709453605	0.864266300275423
"EEFSEC"	NA	0.479616898673	0.93013071241399	0.147810381363181
"EFCAB7"	0.592117245102673	0.484545228060589	0.855359831205868	0.856893570123244
"EFNA1"	0.323590967853795	0.018056183886693	0.78248325422503	0.000625312038741717
"EFNA3"	0.317126530085621	0.49804401000953	0.35027998803166	0.824640781280569
"EGLN1"	0.747330474407494	0.430576524698179	0.811193795048757	0.792481315753131
"EHD1"	0.981740266577765	0.336981440723597	0.500190875715989	0.429096352685621
"EHHADH"	0.72085849011291	0.433137295404912	0.0430654545427837	0.491123399234139
"EIF1"	0.568820469180063	0.000177880410866624	0.222600680198435	0.00242110855037749
"EIF2B2"	0.830144625761834	0.449289011936935	0.779189703753249	0.972548244968283
"EIF2B4"	NA	0.486317595127145	0.936132135202987	0.448408910963707
"EIF2S2"	0.012599497274143	0.451180136079127	0.64584114039495	0.500004017032098
"EIF2S3"	0.708641114681743	0.496016047436094	0.686852700036785	0.309922494036449
"EIF4A2"	0.000877443800283231	0.167312381783337	0.0182119453029208	0.49166210754742
"EIF4A3"	NA	0.122647825213045	0.338550054777724	0.319985091460187
"EIF4B"	0.925382948410598	0.344295788854922	0.0379300494751541	0.647610197211156
"EIF4E2"	0.0467801145846678	0.165270274626515	0.106786074981814	0.221674921683089
"EIF4G3"	0.0713952013257627	0.361392098619739	0.736334254771719	0.412586632588076
"ELANE"	NA	0.473155437154578	0.739984219016707	0.704444303305213
"ELL"	0.0822586072935815	0.0335374346400737	0.680114696284597	0.0207367981521101
"ELMO2"	0.119346762602813	0.232535366592718	0.361613222733471	0.98827139497396
"ELOVL1"	0.438335737896104	0.195946548251939	0.59424550550589	0.079393706162566
"ELP3"	0.738365504955236	0.324290211695304	0.271627874139547	0.817928683621306
"ELP5"	NA	0.206754329147966	0.883559176595989	0.311378189695402
"EMD"	NA	0.425746023162998	0.971057254122371	0.881807544617327
"ENO3"	NA	0.302097304351891	0.891829435320624	0.528571208978873
"EP400"	0.966813557349656	0.438778814109231	0.727650909023125	0.438105298490391
"EPC1"	0.0854763928872332	0.0312497077226601	0.273485884065689	0.0706825369218572
"EPCAM"	0.2512911005581	0.123715246121958	0.773306582875332	0.043078195516224
"EPHA1"	0.864091551500606	0.187460701990245	0.478013160538044	0.0223892563883938
"EPHA2"	0.843905468831341	0.427960112982188	3.19864442508823e-05	0.830582791401255
"EPHA4"	0.500854998729305	0.287282213400082	0.0921684578100794	0.638089839194993
"EPHA7"	0.207844749123986	0.0512926168222225	0.698043348346882	0.101287128104452
"EPHB3"	0.0240355635981339	0.483730247945398	0.341826632430422	0.587882642119579
"EPN1"	NA	0.466922381947424	0.895605600463856	0.916283837333269
"EPPIN"	0.478494710526656	0.463889185140321	0.98262817291409	0.954347629925886
"EPPIN-WFDC6"	0.326828326177666	0.22527602816661	0.947975104603441	0.815597890200268
"EPS15L1"	0.424227497533761	0.472286977906285	0.766528728490422	0.988804253089359
"ERBB4"	0.420134690224027	0.492965037553877	0.492118713110591	0.948148796474738
"ERCC4"	0.901910915434267	0.482253328267236	0.897858828217213	0.163792005744589
"ERCC6L"	NA	0.417664831316112	0.284380149036358	0.889822325368413
"ERLIN2"	0.79672805600963	0.438782898454817	0.684675188778733	0.564363212797184
"ESAM"	0.972044179135272	0.0793412415710435	0.77786377853653	0.207090215793216
"ESCO1"	0.589717319535322	0.432657269905751	0.0305077917767907	0.159270314638194
"ESCO2"	0.363507353240747	0.0435409674776251	0.808846551824371	0.139083615015548
"ESPL1"	0.55025311644115	0.489756047263422	0.714474410605775	1
"ESRP1"	0.119555754398777	0.100185832508778	0.00245112797635792	0.147540277319075
"ESRP2"	0.0273379248107769	0.324825604027151	0.442865127706847	0.704279641346013
"ESRRA"	0.610926292759355	0.095160361007841	0.530488676693242	0.0548030278943646
"EXO1"	0.0915506211310931	0.483466889240808	0.861655146006412	0.873682134428333
"EZH2"	0.305937270360809	0.281561312844425	0.0881001893734522	0.670173865504623
"F10"	NA	0.49765948373956	0.647127105127758	0.450914869578831
"F12"	NA	0.497296470315679	0.512920083240164	0.871406809350547
"F13B"	0.669716709627111	0.411833444426126	0.762859792932856	0.0362744134239974
"FAM13B"	0.684659946630373	0.317483744156289	0.701524021015021	0.859826299407779
"FAM49B"	0.647178139976413	0.182513361756012	0.204814064500658	0.0953254360514782
"FAM83B"	NA	0.248217920359756	0.324018125982425	0.509120102286967
"FAR1"	0.316199180838464	0.295358682931682	0.52398784680422	0.962006127860655
"FARS2"	NA	0.365318895159137	0.886414433914105	0.47652913604939
"FARSA"	NA	0.0321607562589078	0.770972803603746	0.15870740146976
"FAS"	0.693397265566276	0.487213644817336	0.0230161417447286	0.896305653258158
"FBLIM1"	0.92399156983312	0.390678491826837	0.579293536667143	0.922460047715443
"FBP2"	0.791243899644496	0.473439667129632	0.934359622866096	0.742176239424871
"FBXL16"	0.0309639695051131	0.278290678926459	0.930879210938334	0.752312718233717
"FBXL22"	0.652747091569367	0.0104468526513186	0.669658673417885	0.658825208735172
"FBXL4"	0.721216823382022	0.000323576882068648	0.761784023201673	0.872806789483593
"FBXL5"	0.0788135210007721	0.40010096478588	0.779262705753939	0.844209935158145
"FBXO11"	0.0349643863704473	0.342897590174227	0.623153065380375	0.7928923560168
"FBXO15"	0.154106363397298	0.461883930880423	0.636568318440155	0.247923136014293
"FBXO27"	0.970758971435894	0.381502957795178	0.942623405249305	0.965126180243463
"FBXO6"	NA	0.453494121509892	0.81696894217825	0.939682369014529
"FBXW10"	NA	0.496151390538989	0.995557852077477	0.684696167196836
"FBXW7"	0.164016054179399	0.11391959428419	1.7708426245151e-17	0.337123779349883
"FCER1G"	0.730743086337626	0.249774528854463	0.349660656718461	0.0342584234489488
"FCGR1A"	0.573406961805853	0.490560163738813	0.509400997909069	0.959150117137285
"FCGR1B"	NA	0.441544487940619	0.984368367904983	1
"FCGR3B"	0.427606731135382	0.206237254411378	0.288280322994298	0.0956233082480931
"FCN3"	NA	0.44884980341451	0.690768587020479	0.377510023680088
"FECH"	0.896582099678545	0.449962585708197	0.82588853339168	0.960924129712488
"FERMT3"	0.295978320761487	0.195494704319256	0.167106113831912	0.684816317330136
"FGA"	0.326681618926279	0.320190458880261	0.0205259677953586	0.595412911130023
"FGB"	0.765225812626173	0.311792848071058	0.860778324087046	0.0322520792294076
"FGD3"	0.817180384895154	0.425920033970978	0.571562521839054	0.972577740852888
"FGF1"	0.993491354456255	0.312966972236716	0.686844587442413	0.229751211809233
"FGF11"	0.945083410474707	0.22845073760804	0.803508480888356	0.463646053195901
"FGF12"	0.539399969454777	0.206300786176016	0.195101589100895	0.599113804260533
"FGF14"	0.0992456723993748	0.226557476277988	0.345658965285972	0.511367091083527
"FGF19"	0.630479077130931	0.283500146871268	0.994392292283061	0.897255469720103
"FGF2"	0.364254507659473	0.429532504474841	0.889853288401578	1
"FGF22"	NA	0.158521365549717	0.453356344151539	0.626701877196546
"FGF5"	0.903896696405901	0.103877777604295	0.256464548153964	0.0558389896111738
"FGF6"	0.647583480772321	0.0347911901534677	0.029796832014026	0.524901722438996
"FGF8"	0.0171333183628212	0.38348122974913	0.603309983780833	0.264471374124188
"FGF9"	0.505977051850527	0.074694241789374	0.0416326336703225	0.0619788677406767
"FGFBP1"	0.938771187145652	0.492396180361126	0.301133849529527	1
"FGFBP2"	0.912303809582728	0.147833513633849	0.938644171556279	0.236683460446246
"FGFBP3"	0.370565700967337	0.484616191347883	0.983395734625714	0.937055004226351
"FGFR3"	0.0514933706342084	0.37194399870156	0.911379447957796	0.802015378297033
"FKBP1A"	0.557841447147518	0.0489443763949906	0.758785461669258	0.0753815666986527
"FKBP1B"	0.375211289791821	0.469868920629046	0.996581182506547	0.960668032429033
"FKBPL"	NA	0.172563244070609	0.985107083859752	0.571424487085258
"FLG"	0.741779120473715	0.432962248381243	0.573306205755733	0.075170831535711
"FLNA"	0.918264099230078	0.448385373370589	0.0765335149673151	0.577752385946194
"FLRT2"	0.291482907584386	0.268418659744195	0.153673716837756	0.323855056941159
"FLT4"	0.973162186426482	0.281478398045758	0.682328367607611	0.356522149700215
"FMNL1"	0.485872171146218	0.174395089808678	0.781725686963719	0.489267470687504
"FOXD3"	0.145262533917151	NA	0.985897337144711	0.261709273741777
"FOXD4L5"	NA	0.47740489214759	0.998790610306242	1
"FOXK1"	0.844024019959218	0.420272420060491	0.84689254794604	0.60477445930515
"FOXO4"	0.484542164043216	0.494698912147302	0.0483168930030726	NA
"FOXP1"	0.400400953283936	0.264121775489496	0.156013094183176	0.0324218372024565
"FSCN1"	0.250348111793102	0.037261009118917	0.958546975162789	0.143462834892737
"FTMT"	NA	0.48580463859745	0.831582867646193	0.741088665773936
"FUNDC1"	0.762475382321791	0.483510096912489	0.30194913262029	NA
"FURIN"	0.834466217650424	0.468020856099081	0.179324170696125	0.818082827650856
"FUZ"	NA	0.401020589557797	0.857172341921852	0.955459881712174
"FXYD1"	0.238087171379001	0.239572420352774	0.996236940954767	0.767373732464762
"FYN"	0.31445321899721	0.222788270878964	0.140021765339271	0.621081191094406
"FZD7"	0.561931279050192	0.471846426130041	0.837785516923401	0.716164019147015
"FZD9"	NA	0.407647341319986	0.959301754910772	0.294957017347894
"GABARAP"	0.239725470018471	0.099071908456856	0.785858284222655	0.0985394321890834
"GABBR1"	0.485997356876109	0.457491689350194	0.720562550704631	0.930186189977507
"GABBR2"	0.084737404604948	0.20432297360041	0.241149843670232	0.589973961966287
"GABRA4"	0.433805950105002	0.306877688753655	0.0707604598859642	0.48278766772721
"GABRR2"	NA	0.498692696352612	0.631922545429375	0.269132503267976
"GAD1"	0.377728735007243	0.386564013482502	0.0131905036277542	0.806796923568359
"GAD2"	0.402085033770076	0.28147070500945	0.244981844915016	0.626094342083102
"GADD45GIP1"	NA	0.0175328903257249	0.796213714610371	0.133117840623548
"GALNT3"	0.752291479515589	0.361033888168632	0.722775272151575	0.949078359711643
"GALNT8"	NA	0.49200036462236	0.610174319338465	0.5285973138018
"GALR1"	NA	NA	0.975535478025596	0.230316894468714
"GALR3"	NA	0.456625572456883	0.311265379509003	1
"GANAB"	0.678226554559765	0.477777492329901	0.76173325600482	1
"GAP43"	0.0316358521237995	0.129155275440726	0.550403315594419	0.00874992551458751
"GAPDHS"	0.255498927964766	0.366775052076001	0.586418153571926	0.0701566158454919
"GAS6"	NA	0.353490313007435	0.717903530254484	0.848921727296865
"GATA1"	NA	0.479726088288971	0.822759871981722	0.835777824760068
"GATA4"	0.805398603307661	0.313534353709267	0.806098780749865	0.859948700303913
"GBP1"	0.994206174933712	0.414898912749073	0.904952379355874	0.957246554911282
"GBP4"	0.673757021197128	0.137022516384471	0.967235045846979	0.70632873038708
"GBP7"	0.655568064715966	0.338660620594085	0.367520401651308	0.646100175053033
"GCA"	0.724818840819135	0.448711035741564	0.913436508326618	0.996730064166541
"GCG"	0.749080476681356	0.483101551671732	0.955714439152905	0.831140453152983
"GDF1"	NA	0.235676759139336	0.616377124610778	1
"GDF2"	0.485389017444404	0.412529278275215	0.507716428549098	0.187808662095059
"GEMIN4"	0.662491756344446	0.494297904239518	0.968073925736785	0.975945547932056
"GEMIN7"	0.449325192826129	0.29994935696492	0.792186500517838	0.510922397633356
"GGCT"	0.628547707538138	0.283139408198026	0.020769008247229	0.62341174523843
"GGT1"	NA	0.434131437151512	0.793138070351088	0.986892846341357
"GH1"	NA	0.4887774066402	0.979948910486469	0.588979065517838
"GH2"	NA	0.198706305446948	0.0870456833573353	0.676562627912251
"GHRH"	0.485132717295616	0.287993343109909	0.363959626056796	0.663277956631355
"GHRL"	NA	0.236163282515045	0.996305262949646	0.256843640851974
"GJA10"	NA	NA	0.726823820755717	0.99163102651167
"GJA4"	0.777960321820356	0.359974030741878	0.434716782258886	0.417926416901521
"GJA8"	NA	0.487743639335827	0.182421596670988	0.367985406738528
"GJB5"	NA	0.250594115891935	0.938112340566116	0.80547699624609
"GJB6"	0.603472041172068	0.4820605166364	0.235533298883837	0.397769940250585
"GJD2"	0.160065310290783	0.141791623344424	0.432515535678722	0.0824822809170009
"GLA"	NA	0.444179109534181	0.296568806330018	0.903283651304876
"GLB1"	0.0510032890388945	0.495005802722617	0.921474329552752	0.996117172218638
"GLI1"	0.349612321260177	0.344462817624565	0.0161107102829701	0.394638509475815
"GLI3"	0.0207555665277588	0.368660724790529	0.554085280824905	0.805758959741044
"GLYAT"	0.0646519532256791	0.068678254473763	0.228504039957944	0.234793255559943
"GLYATL1"	0.741390355493086	0.36946995338365	0.708814498142636	0.778112203369905
"GLYATL3"	NA	0.485119970292963	0.981155646522558	0.842994504308996
"GM2A"	0.923818548852508	0.0711491831798045	0.481510269129011	0.806540820537237
"GNA11"	0.50922312143018	0.466215683558443	0.95477655362883	0.625059496356673
"GNA14"	0.860787419610612	0.454567714077377	0.718902207006138	0.89014433881565
"GNAI2"	0.0924166678524149	0.424869500287156	0.355218790279094	0.593469109265902
"GNAT2"	NA	0.181804289905448	0.0246525812175194	0.299839957481834
"GNAT3"	NA	0.454029816979201	0.875991518636207	0.595911921202568
"GNB5"	0.726157129670596	0.463416366125768	0.735569673651978	0.865002163928799
"GNG3"	NA	0.470829268390785	0.999018960865467	1
"GNGT1"	0.59110591696934	0.20755409803725	0.644557984837917	0.363702081029541
"GNLY"	0.755917502838508	0.176568868034917	0.944963757091111	0.567717739831179
"GNRH2"	NA	0.117551202796573	0.99556216607945	0.875612624178156
"GOPC"	0.626619811744244	0.296753168683648	0.0669980309037667	0.691525271037866
"GORASP1"	0.877544998159953	0.259921355227148	0.0831266319867251	0.796531629056986
"GPBAR1"	NA	0.283168540567573	0.960198724073534	0.181773507683728
"GPC4"	0.673737652293283	0.0274043816573924	0.909354868797611	0.672667946218924
"GPR15"	NA	0.304506480410194	0.457154168080299	0.875379071500767
"GPR150"	0.325221016947808	0.413789814908269	0.932155448421881	0.0674966771260854
"GPR20"	NA	0.419527948606668	0.753557680739184	0.656616599714316
"GPR27"	0.450595151440355	NA	0.805235488485981	1
"GPR32"	NA	0.497445760439261	0.971641226404098	0.953673903047057
"GPR55"	0.967870397003252	0.381013796701414	0.849851357275999	0.770945779878986
"GPRC6A"	0.0238128625059465	0.00394319102723097	0.692138024531024	0.192866921468992
"GPSM3"	0.546762698860375	0.060575752834205	0.197064435693586	0.118078988549867
"GPX2"	0.0372476039054108	0.493294200561115	0.30917649745235	1
"GPX4"	NA	0.076561659658226	0.31856876578193	0.166402067569618
"GRB10"	0.912390729956671	0.435017036194417	0.770503514272611	0.99602854869935
"GRB2"	0.020344351391502	0.32624689884484	0.308951702166383	0.315818659269239
"GRIA1"	0.453183367534964	0.216984555033704	0.0559400277163525	0.484830232721816
"GRIA3"	0.138571800172392	0.0684226052192265	0.39766117066474	0.0417362550413167
"GRIK2"	0.192125618321673	0.0293224286315876	0.478798309330633	0.120097721415155
"GRIN2A"	0.606310344729059	0.253936171547575	0.484735223459868	0.688358544016136
